"Type for 4CE Analysis","Med Class","Class Name","Med Name","ATC Code","Parent RxNorm","ACT RxNorm List","ACT Path","ACT NDC List"
"Tracked Drugs","ACEI","ACE inhibitors, plain","cilazapril","C09AA08",21102,"RxNorm:21102,199707,199708,199709,199937,371506","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\CPreparations\21102\",
"Tracked Drugs","ACEI","ACE inhibitors, plain","fosinopril","C09AA09",50166,"RxNorm:50166,205707,211535,310422,313982,313987,372274,857169,857171,857183,857187,857189","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\FPreparations\50166\","NDC:00087015822,00087015845,00087015846,00087015850,00087015851,00087015885,00087015895,00087060941,00087060942,00087060945,00087060950,00087060951,00087060985,00087120201,00087120212,00087120213,00087120245,00087120251,00093722210,00093722298,00093722310,00093722398,00093722410,00093722498,00179160770,00179160771,00179160772,00179176870,00179176871,00179176872,00185004101,00185004109,00185004110,00185004190,00185004201,00185004209,00185004210,00185004290,00185004701,00185004709,00185004710,00185004790,00247113130,00247113160,00247113230,00247113260,00247205830,00247217130,00247230530,00247230560,00247230590,00440555000,00440555030,00440555045,00440555060,00440555081,00440555085,00440555090,00440555100,00440555130,00440555145,00440555160,00440555181,00440555185,00440555190,00440555200,00440555230,00440555245,00440555260,00440555281,00440555285,00440555290,00480722210,00480722298,00480722310,00480722398,00480722410,00480722498,00781508310,00781508392,00781508410,00781508492,00781508592,15338022190,15338022290,15338022390,15548015846,15548015885,15548015895,15548020213,15548022703,15548027203,15548027210,15548027303,15548027310,15548060941,15548060942,15548060945,15548060985,16252053000,16252053090,16252053100,16252053190,16252053200,16252053290,17856004102,23629002201,24658010010,24658010090,24658010110,24658010190,24658010210,24658010290,26053015001,31722020010,31722020090,31722020110,31722020190,31722020210,31722020290,35356096130,35356096160,35356096190,43353087045,43547038609,43547038611,43547038709,43547038711,43547038809,43547038811,49856251002,49856251003,49856251004,49856251102,49856251103,49856251104,49856251202,49856251203,49856251208,50090089000,50090111200,50090150400,50090250000,50090297700,50090342800,50090344400,50090378000,50436027401,50436313801,51129329801,51129329802,51129374601,51129374602,51129374701,51129374702,51129377301,51129377302,51129850501,51138052030,51138052130,51138052230,51138052330,51138052430,51138052530,53217027730,53217027760,53217027830,53217027860,54569380800,54569380900,54569494800,54569562100,54569609800,54569859200,54868236800,54868236801,54868236802,54868327900,54868327901,54868327902,54868327903,54868420900,54868505500,54868505501,54868506400,54868506401,54868518200,54868518201,54868518202,54907077501,54907077509,54907077601,54907077609,54907077701,54907077709,55045318906,55887030430,55887030460,55887030490,57783273703,57866027401,57866027502,57866313801,57866380001,57866380301,58864010430,58864051015,58864066730,58864077430,58864077490,60429023410,60429023445,60429023490,60429023510,60429023518,60429023545,60429023590,60429023610,60429023618,60429023645,60429023690,60429075510,60429075545,60429075590,60429075610,60429075618,60429075645,60429075690,60429075710,60429075718,60429075745,60429075790,60505251002,60505251003,60505251004,60505251102,60505251103,60505251104,60505251202,60505251203,60505251204,60505251208,60760042830,60760042930,61786053502,62037093505,62037093510,62037093530,62037093590,62037093605,62037093610,62037093630,62037093690,62037093705,62037093710,62037093730,62037093790,62540722203,62540722205,62540722303,62540722305,62540722403,62540722405,63304077501,63304077505,63304077510,63304077530,63304077590,63304077601,63304077605,63304077610,63304077630,63304077690,63304077701,63304077705,63304077710,63304077730,63304077790,63629527901,63629527902,63629527903,63629699401,63629699402,63629729301,63629729302,63629729303,63629766301,63629766302,63629766303,63629766304,63629766305,63629766306,63629766307,64579018100,64579018101,65243009203,65243009206,65243009303,65243009306,65243009403,65243009406,65862047130,65862047149,65862047190,65862047199,65862047230,65862047239,65862047290,65862047299,65862047322,65862047330,65862047390,65862047399,66105054609,67544004215,67544004230,67544004245,67544004253,67544004260,67544004270,67544004273,67544004280,67544004292,67544004294,67544030630,67544030640,67544030645,67544030660,67544031130,67544031140,67544031145,67544032110,67544032115,67544032130,67544032145,67544032160,67544032215,67544032230,67544032245,67544032253,67544032260,67544032270,67544032273,67544032280,67544032292,67544032294,67544038030,67544038060,67544038115,67544038130,67544038145,67544038153,67544038160,67544038170,67544038173,67544038180,67544038192,67544038194,67544043115,67544043130,67544043145,67544043153,67544043160,67544043170,67544043173,67544043180,67544043192,67544043194,67544045415,67544045430,67544045440,67544045445,67544045460,67544048915,67544048930,67544048960,67787020005,67787020010,67787020090,67787020105,67787020110,67787020190,67787020210,67787020290,68071004845,68071015745,68071015790,68071015792,68071021692,68115049220,68115049230,68115049240,68258608603,68258610603,68462036705,68462036710,68462036790,68462036805,68462036810,68462036890,68462036910,68462036990,68505251002,68505251004,68533004200,68533004212,68533004225,68533004240,68533004300,68533004312,68533004325,68533004340,68533004400,68533004412,68533004425,68533004440,68552022110,68552022190,68552022210,68552022290,68552022310,68552022390,69097085605,69097085615,69097085705,69097085715,69097085805,69097085815,71335018701,71335018702,71335038101,71335038102,71335038103,71335038104,71335072601,71335072602,71335072603,71335072604,71335087301,71335087302,71335087303,71335087304,76282020010,76282020090,76282020110,76282020190,76282020210,76282020290"
"Tracked Drugs","ACEI","ACE inhibitors, plain","trandolapril","C09AA10",38454,"RxNorm:38454,199351,199352,199353,199622,199816,199817,210671,210672,210673,374176,374177,411434","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\TPreparations\38454\","NDC:00048580501,00048580541,00048580596,00048580601,00048580641,00048580696,00048580701,00048580741,00048580796,00074227811,00074227813,00074227871,00074227911,00074227913,00074227971,00074228011,00074228013,00074228071,00093732501,00093732601,00093732701,00143912501,00143912601,00143912701,00378324101,00378324105,00378324193,00378324201,00378324205,00378324293,00378324301,00378324305,00378324393,00480732501,00480732601,00480732701,00781532001,00781532010,00781532011,00781532101,00781532110,00781532201,00781532210,16252054100,16252054130,16252054200,16252054290,16252054300,16252054390,26053033501,26053033601,26053033701,41284006500,41284006512,41284006540,41284006548,41284006600,41284006612,41284006640,41284006648,41284006700,41284006712,41284006740,41284006745,41284054100,41284054130,41284054200,41284054290,41284054300,41284054390,42291083701,42291083801,42291083901,42806005201,42806005210,42806005301,42806005310,42806005401,42806005410,49999029430,51129140001,51129240101,51129316601,51129316602,51129444701,51129444702,51138057330,51138057430,51138057510,51138057530,53104010600,53104010601,53104010604,53104010605,53104010606,53104010607,53104010609,53104010700,53104010701,53104010704,53104010705,53104010706,53104010707,53104010709,53104010800,53104010801,53104010804,53104010805,53104010806,53104010807,53104010809,54868509900,54868509901,54868606100,54868606101,55111048101,55111048105,55111048130,55111048160,55111048178,55111048201,55111048205,55111048230,55111048260,55111048278,55111048301,55111048305,55111048330,55111048360,55111048378,57237008901,57237009001,57237009101,57297056601,57297056701,57297056801,59762214001,59762214006,59762214101,59762214106,59762214201,59762214206,60429097801,60429097901,60429098001,64720016110,64720016111,64720016210,64720016211,64720016310,64720016311,65862016401,65862016453,65862016499,65862016501,65862016581,65862016599,65862016601,65862016661,65862016699,67253010610,67253010710,67253010810,67787022901,67787023001,67787023101,68151075700,68151359100,68180056601,68180056701,68180056801,68258610003,68462018501,68462018505,68462018511,68462018601,68462018605,68462018611,68462018701,68462018705,68462018711,68533006500,68533006512,68533006540,68533006548,68533006600,68533006612,68533006640,68533006648,68533006700,68533006712,68533006740,68533006745"
"Tracked Drugs","ACEI","ACE inhibitors, plain","spirapril","C09AA11",36908,,,
"Tracked Drugs","ACEI","ACE inhibitors, plain","moexipril","C09AA13",30131,"RxNorm:30131,206277,206313,311734,311735,372945,1299896,1299897,1299963,1299965","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\MPreparations\30131\","NDC:00091370701,00091370709,00091370781,00091370797,00091371501,00091371509,00091371597,00093001701,00093515001,00131370701,00131370709,00131370797,00131371501,00131371509,00131371597,00247127700,00574011001,00574011215,16252061001,16252061101,26053023901,51129461301,51129461302,51217370700,51217371500,54569427600,54569499000,54569591600,54868408800,54868408801,54868408802,54868488300,54868488301,54868488302,54868542300,54868542301,54868592800,60505027101,60505027103,60505027105,60505027108,60505027201,60505027203,60505027205,60505027208,62175017137,62175017141,62175017146,62175017737,62175017741,62175017746,68151147200,68151147301,68462020801,68462020810,68462020890,68462020901,68462020910,68462020990,69189032501"
"Tracked Drugs","ACEI","ACE inhibitors, plain","zofenopril","C09AA15",39990,,,
"Tracked Drugs","ACEI","ACE inhibitors, plain","imidapril","C09AA16",60245,"RxNorm:60245,389182,389183,389184,393442","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\IPreparations\60245\",
"Tracked Drugs","ARB","Angiotensin II receptor blockers (ARBs), plain","Losartan","C09CA01",52175,"RxNorm:52175,108725,206256,261209,311379,311380,314073,372651,979480,979482,979485,979487,979492,979494","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\LPreparations\52175\","NDC:00006095101,00006095128,00006095154,00006095158,00006095182,00006095187,00006095201,00006095207,00006095227,00006095228,00006095230,00006095231,00006095240,00006095254,00006095258,00006095282,00006095287,00006096001,00006096007,00006096027,00006096028,00006096030,00006096031,00006096040,00006096054,00006096058,00006096081,00006096082,00006096086,00054012322,00054012422,00054012522,00056095128,00056095154,00056095158,00056095228,00056095231,00056095254,00056095258,00093736410,00093736498,00093736510,00093736556,00093736598,00093736610,00093736656,00093736698,00093936610,00093936656,00093936698,00179020001,00179020201,00179020301,00179150501,00179150530,00179150550,00179150560,00245019301,00245019310,00245019330,00245019355,00245019389,00245019390,00245019401,00245019410,00245019430,00245019455,00245019489,00245019490,00245019501,00245019510,00245019530,00245019555,00245019589,00245019590,00247233530,00247233560,00247233590,00378404110,00378404177,00378404193,00378404210,00378404277,00378404293,00378404300,00378404310,00378404377,00378404393,00591374500,00591374510,00591374519,00591374530,00591374600,00591374610,00591374619,00591374630,00591374700,00591374710,00591374719,00591374730,00603422402,00603422416,00603422432,00603422502,00603422516,00603422532,00603422602,00603422616,00603422632,00615563031,00615563039,00615760439,00615760530,00615760539,00615760639,00615795839,00615795905,00615795930,00615795939,00615796005,00615796039,00615820739,00615820805,00615820830,00615820839,00615820905,00615820939,00781570001,00781570010,00781570092,00781570101,00781570110,00781570131,00781570174,00781570192,00781570201,00781570210,00781570231,00781570292,00781580510,00781580592,00781580610,00781580631,00781580692,00781580710,00781580731,00781580792,00904638961,00904639061,00904639161,12280000590,12280006630,13668011310,13668011374,13668011390,13668011410,13668011430,13668011474,13668011490,13668011510,13668011530,13668011574,13668011590,13668040910,13668040930,13668040974,13668040990,16571050011,16571050050,16571050090,16571050111,16571050130,16571050150,16571050190,16571050211,16571050230,16571050250,16571050290,16590006330,16590095230,16590095260,16590095290,16714058101,16714058102,16714058103,16714058201,16714058202,16714058203,16714058301,16714058302,16714058303,21695071430,21695071490,21695071730,21695071745,21695071790,21695098930,23155064403,23155064409,23155064410,23155064503,23155064509,23155064510,23155064603,23155064609,23155064610,24236087802,29300014401,29300014410,29300014413,29300014419,29300014501,29300014510,29300014513,29300014519,29300014601,29300014610,29300014613,29300014619,31722070005,31722070010,31722070030,31722070060,31722070090,31722070105,31722070110,31722070130,31722070160,31722070190,31722070205,31722070210,31722070230,31722070260,31722070290,33261081800,33261081830,33261081860,33261081890,33261081900,33261081930,33261081960,33261081990,33261099630,33261099660,33261099690,33342004407,33342004410,33342004412,33342004444,33342004507,33342004510,33342004512,33342004544,33342004607,33342004610,33342004612,33342004644,35356037390,35356077330,35356077930,35356088330,35356088360,35356088390,35356088430,35356088460,35356088490,35356094090,35356094930,35356094960,35356094990,42291042210,42291042310,42291042410,42549070090,42571011001,42571011010,42571011030,42571011090,42571011101,42571011110,42571011130,42571011190,42571011201,42571011210,42571011230,42571011290,42708003530,42708005530,42708012530,43063034730,43063047714,43063047730,43063047790,43063047830,43063047890,43063048330,43063076690,43063085490,43063088130,43353005760,43353029960,43353045945,43353066760,43353066845,43353066860,43353067130,43353072860,43353072945,43547036009,43547036011,43547036050,43547036103,43547036109,43547036111,43547036150,43547036203,43547036209,43547036211,43547036250,45865068449,45865068461,45865071860,46708044530,46708044531,46708044590,46708044591,46708044630,46708044631,46708044690,46708044691,46708044730,46708044731,46708044790,46708044791,49349013802,49349021102,49349023302,49349038302,49349063202,49349083902,49848000890,49999094030,49999094090,49999099190,50090116400,50090116401,50090116500,50090116501,50090126900,50090126901,50090150600,50090150601,50090196700,50090205400,50090205401,50090214200,50090214201,50090262200,50090262201,50090265600,50090265601,50090288200,50090288201,50090290801,50090323100,50268051611,50268051615,50268051711,50268051715,50268051811,50268051815,50436666401,50436666801,50436666802,50436666901,50436666902,51079075001,51079075020,51079075101,51079075120,51079075201,51079075220,51138051530,51138051630,51138051730,52125012902,52125012919,52125017802,52125034802,52125040719,52125042802,52125042819,52125089019,52125089702,52125089719,53002162400,53002162403,53002162409,53002163800,53002163803,53002163809,53002164300,53002164303,53002164309,53002262400,53002262403,53002262409,53002263800,53002263803,53002263809,53217033730,53217036930,53808089201,53808089601,53808097801,53808104301,53808107202,53978331703,54569443700,54569443800,54569443801,54569617300,54569617301,54569629400,54569629401,54569629700,54569629701,54868233500,54868233501,54868372600,54868372601,54868372602,54868507700,54868610400,54868610401,54868610700,54868610701,54868610702,54868611700,54868611701,54868611702,55045340108,55048044430,55154208900,55154478300,55154500900,55154500907,55154501600,55154501607,55154536700,55154664300,55289023830,55370079400,55370079500,55370079600,55700047430,55887043230,55887043260,55887043290,57237020405,57237020490,57237020499,57237020530,57237020590,57237020599,57237020630,57237020690,57237020699,58118011500,58118011503,58118011506,58118011508,58118011509,58118024408,58118024508,58118040901,58118040903,58118040906,58118040908,58118040909,58118111308,58118736600,58118736608,58517024030,58657061010,58657061011,58657061030,58657061050,58657061090,58657061110,58657061111,58657061130,58657061190,58657061210,58657061211,58657061230,58657061290,58864066230,58864080730,59746033301,59746033310,59746033330,59746033390,59746033401,59746033410,59746033430,59746033490,59746033501,59746033510,59746033530,59746033590,59762007001,59762007002,59762007101,59762007102,59762007103,59762007201,59762007202,59762007203,60312053600,60312061300,60312095101,60312095128,60312095154,60312095182,60312095227,60312095228,60312096001,60312096027,60312096031,60312096054,60312096082,60312096086,60429031610,60429031630,60429031690,60429031710,60429031730,60429031790,60429031810,60429031830,60429031890,60429086310,60429086330,60429086390,60429086410,60429086413,60429086430,60429086490,60429086510,60429086530,60429086590,60505316000,60505316003,60505316008,60505316009,60505316100,60505316103,60505316108,60505316109,60505316200,60505316203,60505316208,60505316209,60760012930,60760012990,60760013030,60760013090,60760013330,60760036290,60951018530,60951018570,60951018590,60951018592,60951018630,60951018670,60951018690,60951018692,60951018730,60951018770,60951018790,60951018792,61786018002,61786018019,61786018020,61786040902,61786040919,61786067002,61786067019,61786075202,61786075502,61786082002,61786092702,61919003030,61919003090,61919046130,61919095230,61919095290,62332002730,62332002731,62332002790,62332002791,62332002830,62332002831,62332002890,62332002891,62332002930,62332002931,62332002990,62332002991,63187007130,63187007160,63187007190,63187007230,63187007260,63187007290,63187029630,63187029660,63187029690,63187031630,63187035730,63187035760,63187035790,63187039130,63187039160,63187039190,63187058930,63187058960,63187058990,63187070830,63187070860,63187070890,63187080830,63187080860,63187080890,63187083030,63187083060,63187083090,63187093530,63187093560,63187093590,63629133701,63629133702,63629133703,63629291201,63629291202,63629291203,63629291204,63629423801,63629423802,63629423803,63629423804,63629423805,63629438301,63629438302,63629438303,63629438304,63629438305,63629438306,63629451901,63629451902,63629638101,63629638102,63629638103,63739051310,63739051410,63739051510,63739067310,63739068610,63739069810,63874063701,63874063710,63874063720,63874063730,63874063790,64205022530,64205022630,64579000100,64579000128,65841072901,65841072906,65841072910,65841072916,65841072924,65841072940,65841073001,65841073006,65841073010,65841073016,65841073024,65841073101,65841073106,65841073110,65841073116,65841073140,65862020105,65862020119,65862020190,65862020199,65862020230,65862020281,65862020290,65862020299,65862020322,65862020330,65862020390,65862020399,66105055210,66105055303,66105055310,66116041530,66116045230,66336066515,66336066530,66336066590,66336066630,66336066690,67046044930,67046045530,67544023432,67544023445,67544023453,67544038230,67544038260,68071085730,68071088430,68071151509,68071151603,68071151709,68071151803,68071168409,68071191203,68071198603,68071198903,68071300303,68071301403,68071310203,68071313906,68071318203,68071320909,68071321606,68071330103,68071400003,68071401909,68071403609,68071404609,68071405809,68071405909,68071406209,68071414109,68071424409,68071424803,68071438009,68071439909,68071441309,68071441409,68071445409,68071447103,68071459706,68084034601,68084034611,68084034701,68084034711,68084034801,68084034811,68115073300,68115073330,68115073390,68151018209,68151018309,68180021001,68180021003,68180021006,68180021009,68180021101,68180021103,68180021106,68180021109,68180021201,68180021203,68180021206,68180021209,68180030701,68180030702,68180030706,68180030709,68180030801,68180030802,68180030806,68180030809,68180030901,68180030902,68180030906,68180030909,68180037601,68180037603,68180037606,68180037609,68180037701,68180037703,68180037706,68180037709,68180037801,68180037803,68180037806,68180037809,68258603003,68258603009,68382013501,68382013506,68382013510,68382013516,68382013524,68382013540,68382013601,68382013606,68382013610,68382013616,68382013624,68382013640,68382013701,68382013706,68382013710,68382013716,68382013730,68382013740,68382013777,68645040670,68645040754,68645040770,68645040870,68645040954,68645040970,68645041070,68645041154,68645041170,68645048654,68645049454,68645052470,68645052570,68645052670,68645057754,68645057854,68645057954,68788004801,68788004803,68788004806,68788004809,68788633301,68788633303,68788633306,68788633309,68788640501,68788640503,68788640506,68788640509,68788644501,68788644503,68788644506,68788644509,68788646201,68788646203,68788646206,68788646209,68788678801,68788678803,68788678805,68788678806,68788678809,68788710501,68788710503,68788710505,68788710506,68788710509,68788716701,68788716703,68788716706,68788716709,68788721301,68788721303,68788721305,68788721306,68788721309,68788736500,68788736503,68788736506,68788736508,68788736509,68788738601,68788738603,68788738606,68788738609,68788930501,68788930503,68788930506,68788930509,68788971201,68788971203,68788971206,68788971209,68788998601,68788998603,68788998606,68788998609,69189020101,69189020301,69189736501,69543014010,69543014011,69543014030,69543014050,69543014090,69543014110,69543014111,69543014130,69543014190,69543014210,69543014211,69543014230,69543014290,70518008300,70518008700,70518008701,70518018900,70518018901,70518024500,70518041900,70518041901,70518055700,70518058600,70518058800,70518058801,70518062600,70518071800,70518071801,70518071802,70518076000,70518078900,70518085700,70518086200,70518095900,70518101500,70518101501,70518101502,70518103200,70518103201,70518103202,70518131900,70518152700,70786011501,70786011503,70786013501,70786036001,71205006930,71205006960,71205006990,71205010230,71205010260,71205010290,71335018101,71335018102,71335018103,71335018104,71335018105,71335024901,71335024902,71335024903,71335024904,71335026201,71335026202,71335026203,71335026204,71335026205,71335044201,71335044202,71335044203,71335044204,71335044205,71335044206,71335069801,71335069802,71335069803,71335069804,71335069805,71335070001,71335070002,71335070003,71335070004,71335088401,71335088402,71335088403,71335088404,71335097201,71335097202,71335097203,71335097204,71335097205,71335097206,71610000930,71610000945,71610000960,71610006545,71610006560,71610008230,71610008245,71610008260,71610008330,71610008360,71610015530,71610015545,71610015560,71610017130,71610017160,75921040930,76237028430,76439014010,76439014011,76439014030,76439014050,76439014090,76439014110,76439014111,76439014130,76439014190,76439014210,76439014211,76439014230,76439014290,76519103309,76519114809"
"Tracked Drugs","ARB","Angiotensin II receptor blockers (ARBs), plain","Candesartan","C09CA06",214354,"RxNorm:153821,153822,153823,153824,205279,214354,371247,577776,577785,577787,598024,615856,639536,639537,639539,639543","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\CPreparations\214354\","NDC:00186000407,00186000431,00186000454,00186000807,00186000831,00186000854,00186001607,00186001628,00186001631,00186001654,00186003207,00186003228,00186003231,00186003254,00781593605,00781593631,00781593692,00781593705,00781593731,00781593792,00781593805,00781593831,00781593892,00781593905,00781593931,00781593992,17228001602,17228001603,17228001609,17228003203,17228003209,26053008201,26053008301,33342011407,33342011410,33342011412,33342011451,33342011507,33342011510,33342011512,33342011551,33342011607,33342011610,33342011612,33342011651,33342011707,33342011710,33342011712,33342011751,35356042730,46708006010,46708006030,46708006090,49884065809,49884065909,49884066009,49884066109,49999030530,49999098830,51138049330,51138049430,54569471400,54569471900,54569471901,54868441300,54868461200,54868548900,54868559100,55154961000,58016060601,58016060602,58016060603,58016060604,58016060605,58016060606,58016060607,58016060608,58016060609,58016060610,58016060614,58016060616,58016060618,58016060621,58016060624,58016060625,58016060626,58016060627,58016060628,58016060632,58016060635,58016060636,58016060640,58016060642,58016060644,58016060645,58016060648,58016060650,58016060656,58016060660,58016060667,58016060669,58016060670,58016060671,58016060672,58016060673,58016060675,58016060676,58016060677,58016060679,58016060680,58016060681,58016060682,58016060683,58016060684,58016060687,58016060689,58016060691,58016060692,58016060693,58016060696,58016060697,58016060698,58016060699,60505361803,60505361903,60505362003,60505362005,60505362009,60505362103,60505362105,60505362109,60687011911,60687011921,60687011925,60687011995,60687013011,60687013021,60687013025,60687013095,60687024125,60687024195,61113000431,61113000831,61113001628,61113001631,61113003228,61113003231,62332006010,62332006030,62332006090,62559064030,62559064130,62559064230,62559064290,62559064330,62559064390,63629337601,63629337602,63629337603,63629337604,63629446201,66105055903,67544017745,67544021245,67544021253,68084087711,68084087721,68084087725,68084087795,68151383809,68151414503,68151414603,68382019005,68382019006,68382019016,68382019105,68382019106,68382019116,68382019201,68382019205,68382019206,68382019210,68382019216,68382019301,68382019305,68382019306,68382019310,68382019316,69189593701,70771120403,70771120405,70771120409,70771120503,70771120505,70771120509,70771120600,70771120601,70771120603,70771120605,70771120609,70771120700,70771120701,70771120703,70771120705,70771120709"
"Tracked Drugs","ARB","Angiotensin II receptor blockers (ARBs), plain","Valsartan","C09CA03",69749,"RxNorm:69749,153077,199850,199919,349199,349200,349201,349483,351761,351762,352001,352274,374279,378276,484828,484855,1996253,1996254","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\VPreparations\69749\","NDC:00078035805,00078035806,00078035833,00078035834,00078035861,00078035905,00078035906,00078035917,00078035934,00078035961,00078036005,00078036006,00078036011,00078036034,00078036061,00078037606,00078037615,00078042306,00078042315,00078042361,00083400001,00083400003,00083400041,00083400061,00083400101,00083400141,00083400161,00093743156,00093743298,00093743398,00093743498,00247196200,00247196230,00247225790,00378580701,00378580793,00378581301,00378581377,00378581401,00378581477,00378581501,00378581577,00490020501,00490020502,00490020503,00490020504,00490020505,00591216719,00591216730,00591216810,00591216819,00591216910,00591216919,00591217005,00591217019,00603634002,00603634016,00603634020,00603634028,00603634032,00603634102,00603634116,00603634120,00603634128,00603634132,00603634202,00603634216,00603634220,00603634228,00603634232,00603634302,00603634316,00603634328,00615559405,00615559431,00615559439,00615560805,00615560831,00615560839,00615751139,00615751205,00615751239,00781560731,00781560892,00781561892,00781561992,00904659461,00904659561,12280000890,12280037890,13411014201,13411014202,13411014203,13411014206,13411014209,13411014301,13411014302,13411014303,13411014306,13411014309,13668006705,13668006730,13668006774,13668006790,13668006805,13668006830,13668006874,13668006890,13668006905,13668006930,13668006974,13668006990,13668007005,13668007023,13668007030,13668007074,13668007090,17088003501,17088003601,17088003701,17088004601,17088009001,17088400001,17088400101,21695091790,21695091890,21695091990,23490941103,23490941109,23490941203,23490941209,26053034301,26053034401,29300023210,29300023213,29300023219,29300023310,29300023313,29300023319,29300023410,29300023413,29300023419,29300023510,29300023513,29300023519,31722074505,31722074530,31722074531,31722074532,31722074590,31722074605,31722074630,31722074631,31722074632,31722074690,31722074705,31722074730,31722074731,31722074732,31722074790,31722074805,31722074830,31722074831,31722074832,31722074890,33342006207,33342006244,33342006310,33342006344,33342006410,33342006415,33342006510,33342006515,35356010190,35356087800,42291087690,42291087710,42291087790,42291087810,42291087890,42291087950,42291087990,42291088090,42291088110,42291088190,42291088210,42291088290,42291088350,42291088390,43353005917,43353005930,43353006617,43353006630,43353006783,43353020379,43353022517,43353022530,43353023130,43353023183,43353023279,43353023283,43353091083,43547036703,43547036709,43547036711,43547036750,43547036803,43547036809,43547036811,43547036850,43547036903,43547036909,43547036911,43547036950,43547037003,43547037009,43547037011,43547037050,46708004410,46708004430,46708004471,46708004490,46708004491,46708004510,46708004530,46708004571,46708004590,46708004591,46708004610,46708004630,46708004671,46708004690,46708004691,46708004730,46708004771,46708004790,49349010402,49349010419,49349056919,49999054300,49999054330,49999087700,49999087730,49999087790,49999087800,49999087830,49999087890,50090164300,50090164301,50090168200,50090168201,50090220600,50090220601,50090225500,50090225501,50090226800,50090226801,50090229000,50090229001,50090229400,50090229401,50090232700,50090232701,50090242400,50090242401,50090243300,50090243301,50090243500,50090243501,50090251800,50090251801,50090255000,50090255001,50090287700,50090287701,50268078311,50268078315,50268078411,50268078415,50268078511,50268078515,50268078611,50268078613,50436216801,51129287401,51129303301,51129303302,51129355701,51129355702,51655065152,51655065252,51655075152,51660014003,51660014005,51660014030,51660014103,51660014105,51660014190,51660014203,51660014205,51660014290,51660014303,51660014305,51660014390,52343012230,52343012390,52343012490,52343012590,52959075630,54569469700,54569469800,54569536100,54569536200,54569566600,54569658200,54569658201,54569658300,54569658301,54569658800,54569658801,54868464500,54868464501,54868464502,54868464503,54868465200,54868465201,54868465202,54868465203,54868465204,54868465205,54868508200,54868508201,54868508202,54868508203,54868597700,54868645200,54868645300,54868645800,55045340909,55048025030,55048025130,55154342500,55154342502,55154342508,55154353709,55154353809,55154467600,55154467800,55154965700,55154965702,55154965708,55154966502,55154966508,55289081730,55289082530,55289087630,55700034630,55700034730,55887030730,58016077700,58016077701,58016077702,58016077703,58016077704,58016077705,58016077706,58016077707,58016077708,58016077709,58016077710,58016077712,58016077714,58016077715,58016077716,58016077718,58016077720,58016077721,58016077724,58016077725,58016077726,58016077727,58016077728,58016077730,58016077732,58016077735,58016077736,58016077740,58016077742,58016077744,58016077745,58016077748,58016077750,58016077756,58016077760,58016077767,58016077769,58016077770,58016077771,58016077772,58016077773,58016077775,58016077776,58016077777,58016077779,58016077780,58016077781,58016077782,58016077783,58016077784,58016077787,58016077789,58016077790,58016077791,58016077792,58016077793,58016077796,58016077797,58016077798,58016077799,58016091430,58864060515,58864060530,58864068130,59746036003,59746036005,59746036030,59746036090,59746036103,59746036105,59746036130,59746036190,59746036203,59746036205,59746036230,59746036290,59746036303,59746036305,59746036330,59746036332,59746036367,59746036390,60687012801,60687012811,60687013901,60687013911,61392089831,61392089839,61786079119,61786079219,61786079319,62301006767,62332004410,62332004430,62332004471,62332004490,62332004491,62332004510,62332004530,62332004571,62332004590,62332004591,62332004610,62332004630,62332004671,62332004690,62332004691,62332004730,62332004771,62332004790,62332004791,63187065530,63187065560,63187065590,63629288401,63629337101,63629337102,63629337103,63629337104,63629647701,63629689201,63629689202,63629689203,63629689204,63629689205,63629689206,63629690501,63629690502,63629690503,63629692201,63629692202,63629692203,63629692204,63629743201,65162083703,65162083706,65162083750,65162083809,65162083811,65162083850,65162083909,65162083911,65162083950,65162084009,65162084011,65162084050,65862057010,65862057030,65862057099,65862057110,65862057190,65862057199,65862057210,65862057290,65862057299,65862057305,65862057390,66267052310,66267052320,66267052330,66267052340,66267052360,66267052390,66267056510,66267056515,66267056520,66267056530,66267056560,66336016930,66336038730,66336038790,67544040330,67544040331,67544040379,67544040430,67544040431,67544040479,68084080401,68084080411,68084082201,68084082211,68115085400,68115085490,68151434903,68151504401,68180027601,68180027606,68180027611,68180027703,68180027709,68180027803,68180027809,68180027902,68180027909,68258607103,68258698603,68258699409,68788681401,68788681402,68788681403,68788681406,68788681408,68788681409,68788688201,68788688202,68788688203,68788688206,68788688208,68788688209,69189057501,69189743201,70518006900,70518127900,71335009701,71335009702,71335009703,71335009704,71335009705,71335009706,71335009707,71335047501,71335047502,71335047503,71335048801,71335048802,71335048803,71335055301,71335055302,71335055303,71335055304,71335055305,71335055501,71335055502,71335055503,71335055504,71335056701,71335056702,71335056703,71335056704,71335060001,71335060002,71335060003,76519115809"
